0.84,0.14,0.85,0.16,1770417197467,1.4798
0.84,0.14,0.86,0.16,1770417197468,1.4798
0.84,0.15,0.86,0.16,1770417197528,1.4798
0.84,0.15,0.85,0.16,1770417197532,1.4798
0.84,0.14,0.85,0.16,1770417197557,1.4798
0.84,0.14,0.86,0.16,1770417197560,1.4798
0.85,0.14,0.86,0.16,1770417197623,1.4798
0.85,0.14,0.86,0.15,1770417197624,1.4798
0.85,0.13,0.86,0.15,1770417197631,1.4798
0.85,0.13,0.87,0.15,1770417197638,1.4798
0.85,0.14,0.87,0.15,1770417197666,1.4798
0.85,0.14,0.86,0.15,1770417197668,1.4798
0.85,0.13,0.86,0.15,1770417197748,1.4798
0.85,0.13,0.87,0.15,1770417197755,1.4798
0.85,0.14,0.87,0.15,1770417197780,1.4798
0.85,0.14,0.86,0.15,1770417197785,1.4798
0.85,0.13,0.86,0.15,1770417197825,1.4798
0.85,0.13,0.87,0.15,1770417197826,1.4798
0.86,0.13,0.87,0.15,1770417197870,1.4798
0.86,0.13,0.87,0.14,1770417197871,1.4798
0.85,0.13,0.87,0.14,1770417199984,1.4804
0.85,0.13,0.87,0.15,1770417200010,1.4804
0.84,0.13,0.87,0.15,1770417200609,1.4803
0.85,0.13,0.87,0.15,1770417200640,1.4803
0.85,0.12,0.87,0.15,1770417201452,1.4805
0.85,0.12,0.88,0.15,1770417201454,1.4805
0.85,0.13,0.88,0.15,1770417202512,1.4804
0.85,0.13,0.87,0.15,1770417202526,1.4804
0.85,0.14,0.87,0.15,1770417202566,1.4804
0.85,0.14,0.86,0.15,1770417202572,1.4804
0.84,0.14,0.86,0.15,1770417211241,1.4798
0.84,0.14,0.86,0.16,1770417211242,1.4798
0.84,0.14,0.85,0.16,1770417211245,1.4798
0.84,0.15,0.85,0.16,1770417211247,1.4798
0.83,0.15,0.85,0.16,1770417212822,1.4795
0.83,0.15,0.85,0.17,1770417212844,1.4795
0.83,0.16,0.85,0.17,1770417212864,1.4795
0.83,0.16,0.84,0.17,1770417212883,1.4795
0.82,0.16,0.84,0.17,1770417214803,1.4793
0.82,0.16,0.84,0.18,1770417214804,1.4793
0.82,0.17,0.84,0.18,1770417214842,1.4793
0.82,0.17,0.83,0.18,1770417214844,1.4793
0.82,0.16,0.83,0.18,1770417219144,1.479
0.82,0.16,0.84,0.18,1770417219145,1.479
0.82,0.17,0.84,0.18,1770417219155,1.479
0.82,0.17,0.83,0.18,1770417219156,1.479
0.82,0.16,0.83,0.18,1770417219383,1.4795
0.82,0.16,0.84,0.18,1770417219385,1.4795
0.83,0.16,0.84,0.18,1770417219411,1.4795
0.83,0.16,0.84,0.17,1770417219415,1.4795
0.83,0.15,0.84,0.17,1770417219554,1.4795
0.83,0.15,0.85,0.17,1770417219556,1.4795
0.84,0.15,0.85,0.17,1770417219610,1.4795
0.84,0.15,0.85,0.16,1770417219611,1.4795
0.84,0.13,0.85,0.16,1770417221022,1.4799
0.84,0.13,0.87,0.16,1770417221043,1.4799
0.86,0.13,0.87,0.16,1770417221048,1.4799
0.86,0.13,0.87,0.14,1770417221049,1.4799
0.86,0.11,0.87,0.14,1770417224147,1.4809
0.86,0.11,0.89,0.14,1770417224167,1.4809
0.87,0.11,0.89,0.14,1770417224171,1.4809
0.87,0.11,0.89,0.13,1770417224172,1.4809
0.88,0.11,0.89,0.13,1770417224299,1.4811
0.88,0.11,0.89,0.12,1770417224323,1.4811
0.88,0.1,0.89,0.12,1770417228023,1.4815
0.88,0.1,0.9,0.12,1770417228026,1.4815
0.89,0.1,0.9,0.12,1770417228051,1.4815
0.89,0.1,0.9,0.11,1770417228054,1.4815
0.89,0.09,0.9,0.11,1770417231434,1.4825
0.89,0.09,0.91,0.11,1770417231435,1.4825
0.9,0.09,0.91,0.11,1770417231459,1.4825
0.9,0.09,0.91,0.1,1770417231461,1.4825
0.89,0.09,0.91,0.1,1770417233361,1.4824
0.89,0.09,0.91,0.11,1770417233366,1.4824
0.89,0.1,0.91,0.11,1770417233399,1.4824
0.89,0.1,0.9,0.11,1770417233400,1.4824
0.89,0.09,0.9,0.11,1770417233721,1.4824
0.89,0.09,0.91,0.11,1770417233738,1.4824
0.89,0.1,0.91,0.11,1770417233962,1.4824
0.89,0.1,0.9,0.11,1770417233968,1.4824
0.89,0.09,0.9,0.11,1770417234040,1.4824
0.89,0.09,0.91,0.11,1770417234042,1.4824
0.89,0.1,0.91,0.11,1770417234345,1.4816
0.89,0.1,0.9,0.11,1770417234346,1.4816
0.89,0.09,0.9,0.11,1770417234461,1.4816
0.89,0.09,0.91,0.11,1770417234464,1.4816
0.9,0.09,0.91,0.11,1770417234630,1.4816
0.9,0.09,0.91,0.1,1770417234643,1.4816
0.89,0.09,0.91,0.1,1770417235493,1.4821
0.89,0.09,0.91,0.11,1770417235494,1.4821
0.9,0.09,0.91,0.11,1770417235496,1.4821
0.9,0.09,0.91,0.1,1770417235502,1.4821
0.9,0.08,0.91,0.1,1770417236076,1.4821
0.9,0.08,0.92,0.1,1770417236077,1.4821
0.9,0.09,0.92,0.1,1770417236195,1.4821
0.9,0.09,0.91,0.1,1770417236196,1.4821
0.9,0.1,0.91,0.11,1770417237430,1.482
0.89,0.1,0.9,0.11,1770417237455,1.482
0.88,0.1,0.9,0.11,1770417245885,1.4814
0.88,0.1,0.9,0.12,1770417245891,1.4814
0.88,0.11,0.9,0.12,1770417246251,1.4814
0.88,0.11,0.89,0.12,1770417246253,1.4814
0.88,0.1,0.89,0.12,1770417249189,1.4811
0.88,0.1,0.9,0.12,1770417249190,1.4811
0.89,0.1,0.9,0.12,1770417249994,1.481
0.89,0.1,0.9,0.11,1770417249996,1.481
0.89,0.09,0.9,0.11,1770417250990,1.4812
