0.58,0.4,0.6,0.41,1770417209308,70865.99
0.58,0.4,0.6,0.42,1770417209309,70865.99
0.58,0.4,0.59,0.42,1770417209315,70865.99
0.58,0.41,0.59,0.42,1770417209316,70865.99
0.58,0.42,0.59,0.43,1770417209340,70865.99
0.57,0.42,0.58,0.43,1770417209348,70865.99
0.56,0.42,0.58,0.43,1770417209430,70865.99
0.56,0.42,0.58,0.44,1770417209431,70865.99
0.55,0.42,0.58,0.44,1770417209446,70865.99
0.55,0.42,0.58,0.45,1770417209447,70865.99
0.56,0.42,0.58,0.45,1770417209539,70865.99
0.56,0.42,0.58,0.44,1770417209540,70865.99
0.56,0.42,0.58,0.45,1770417209563,70865.99
0.55,0.42,0.58,0.45,1770417209641,70865.99
0.55,0.45,0.58,0.46,1770417209762,70865.99
0.54,0.45,0.55,0.46,1770417209763,70865.99
0.54,0.44,0.55,0.46,1770417210338,70853.14
0.54,0.44,0.56,0.46,1770417210344,70853.14
0.54,0.45,0.56,0.46,1770417210482,70853.14
0.54,0.45,0.55,0.46,1770417210483,70853.14
0.54,0.44,0.55,0.46,1770417210629,70853.14
0.54,0.44,0.56,0.46,1770417210632,70853.14
0.54,0.45,0.56,0.46,1770417210754,70853.14
0.54,0.45,0.55,0.46,1770417210755,70853.14
0.54,0.44,0.55,0.46,1770417211457,70853.13
0.54,0.44,0.56,0.46,1770417211458,70853.13
0.54,0.45,0.56,0.46,1770417211472,70853.13
0.54,0.45,0.55,0.46,1770417211473,70853.13
0.53,0.45,0.55,0.46,1770417214940,70853.13
0.53,0.45,0.55,0.47,1770417214946,70853.13
0.53,0.46,0.55,0.47,1770417214982,70853.13
0.53,0.46,0.54,0.47,1770417214983,70853.13
0.52,0.46,0.54,0.47,1770417215412,70846.01
0.52,0.46,0.54,0.48,1770417215413,70846.01
0.52,0.47,0.54,0.48,1770417215573,70846.01
0.52,0.47,0.53,0.48,1770417215574,70846.01
0.52,0.46,0.53,0.48,1770417219544,70856.07
0.52,0.45,0.54,0.48,1770417219554,70856.07
0.52,0.45,0.55,0.48,1770417219555,70856.07
0.52,0.44,0.55,0.48,1770417219572,70856.07
0.52,0.44,0.56,0.48,1770417219573,70856.07
0.53,0.44,0.56,0.48,1770417219575,70856.07
0.53,0.44,0.56,0.47,1770417219593,70856.07
0.54,0.44,0.56,0.47,1770417219815,70856.07
0.54,0.44,0.56,0.46,1770417219862,70856.07
0.54,0.44,0.57,0.46,1770417219932,70856.07
0.54,0.43,0.57,0.46,1770417220002,70856.07
0.54,0.43,0.57,0.45,1770417220253,70860.0
0.55,0.43,0.57,0.45,1770417220255,70860.0
0.55,0.44,0.57,0.45,1770417220320,70860.0
0.55,0.44,0.56,0.45,1770417220321,70860.0
0.55,0.43,0.56,0.45,1770417220596,70860.0
0.55,0.43,0.57,0.45,1770417220597,70860.0
0.55,0.44,0.57,0.45,1770417220860,70860.0
0.55,0.44,0.56,0.45,1770417220861,70860.0
0.55,0.43,0.56,0.45,1770417221537,70860.0
0.56,0.43,0.57,0.45,1770417221538,70860.0
0.56,0.43,0.57,0.44,1770417221541,70860.0
0.56,0.42,0.57,0.44,1770417222377,70872.01
0.56,0.42,0.58,0.44,1770417222395,70872.01
0.56,0.42,0.58,0.43,1770417222399,70872.01
0.57,0.42,0.58,0.43,1770417222400,70872.01
0.57,0.41,0.58,0.43,1770417222421,70872.01
0.57,0.41,0.59,0.43,1770417222446,70872.01
0.57,0.4,0.59,0.43,1770417222472,70872.01
0.57,0.4,0.6,0.43,1770417222473,70872.01
0.58,0.4,0.6,0.43,1770417222756,70872.01
0.58,0.4,0.6,0.42,1770417222757,70872.01
0.59,0.4,0.6,0.42,1770417222779,70872.01
